,sents,labels
0,二百五十一; 九百七十三,1
32308,三百七十八; 五百七十七,1
32309,五百八十八; 十五,0
32310,九百五十四; 三百十,0
32311,六百九十九; 八百五,1
32312,三百七十九; 七百四十三,1
32313,二百三十二; 三百九十,1
32314,七百十五; 八百八十三,1
32315,二百五十八; 五百四十四,1
32316,二百七十五; 三百六十四,1
32317,六百七十; 二百四十四,0
32318,八百二十七; 七百八十六,0
32319,二百九十八; 五百四十一,1
32320,三百八十五; 五百十五,1
32321,七百七十八; 五十四,0
32322,七百七十三; 七百三十六,0
32323,十八; 五百一,1
32324,八百十四; 三百五十九,0
32325,七百六; 三百七十三,0
32326,六百八十三; 六百八十九,1
32327,七百十七; 三百三十九,0
32328,九百二; 二百八十九,0
32329,二百七十一; 二百七十四,1
32330,五百九十五; 二百五十七,0
32331,六百二十二; 四百二十二,0
32332,六百二十四; 百五,0
32333,三百七十四; 百五十二,0
32334,二百二十六; 三百八十九,1
32335,九百八十八; 八百六十九,0
32336,四百八十二; 九百四十二,1
32337,四十五; 四百八十八,1
32338,五百二十四; 四百三十四,0
32339,八百五十; 四十,0
32340,二百四十二; 三百二,1
32341,九十四; 百七十七,1
32342,九百八十六; 百六十二,0
32343,三百三十二; 七百十一,1
32344,六百十四; 二百五十二,0
32345,九百七十一; 四百五十,0
32346,六百六十六; 百二十,0
32347,二百六十七; 四百九十,1
32348,八百九十二; 六百九十八,0
32349,四百六十三; 四百三十五,0
32350,五百七十二; 八百五十六,1
32351,七十; 七百六十二,1
32352,七百六十二; 二百三十一,0
32353,二百六十; 五百三十四,1
32354,九十五; 五百九十六,1
32355,九百五十一; 九百十九,0
32356,二百八; 六百十二,1
32357,七百; 五百九十三,0
32358,七百二十五; 三百八十八,0
32359,四百二十七; 九百五十五,1
32360,百九十四; 六百五,1
32361,二百七十八; 四百六十八,1
32362,八百九; 六百二十,0
32363,七百二十二; 百三十五,0
32364,八百十; 四百二十六,0
32365,七百八十七; 三百六,0
32366,五百五; 七百六十三,1
32367,二百五十一; 百三十五,0
32368,六百四十; 六百三十一,0
32369,五百二十九; 六百十三,1
32370,九百三十七; 四百九十三,0
32371,七百九十八; 六百八十三,0
32372,四百四十三; 七百三十四,1
32373,百四十二; 四百七十六,1
32374,六百一; 二百九十二,0
32375,五百二; 五百十九,1
32376,八百五十四; 二百,0
32377,百四十八; 二百七十,1
32378,九百九; 八百八十九,0
32379,百三十八; 二百七十三,1
32380,百二十八; 八十八,0
32381,八百七十五; 九百八十四,1
32382,百; 七百五十五,1
32383,七百五十二; 二百三十九,0
32384,三百三十五; 四十,0
32385,六百七十六; 八百一,1
32386,八十二; 三百五十二,1
32387,六百九十三; 六十二,0
32388,四百七十三; 百七十,0
32389,五百八十二; 七百六十,1
32390,二百四十八; 八百四十一,1
32391,八百十一; 三百一,0
32392,三百九十七; 七百五十四,1
32393,二百七十三; 四百十二,1
32394,百二; 七百二,1
32395,四百四十一; 九百九十八,1
32396,六百二十五; 五百九十七,0
32397,七百三十二; 百十,0
32398,五百十九; 百七十四,0
32399,二; 八百八,1
32400,七百五十三; 七百七十九,1
32401,九百六十三; 三百二十四,0
32402,九百十; 六百二十四,0
32403,七百三十九; 五百四十三,0
32404,五百四; 百二十八,0
32405,九百三十三; 八百二十六,0
32406,二百八十一; 八百六十,1
32407,八百二十九; 九百七十三,1
32408,三百八十七; 百四,0
32409,百五; 九百十三,1
32410,百四十三; 百五十九,1
32411,四百九十九; 四十二,0
32412,九百七十九; 四百五十一,0
32413,九百三十四; 十二,0
32414,三百七; 四百六十一,1
32415,六百三十; 三百八十一,0
32416,四百七十三; 二百三十三,0
32417,六百十七; 四百十,0
32418,九百七十; 四百八十四,0
32419,七百三十八; 六百三十二,0
32420,七百五十三; 七百二十五,0
32421,百五十; 二十,0
32422,百三; 四百五十六,1
32423,四百四十二; 九百九十九,1
32424,四百十三; 六百十八,1
32425,三百五十四; 八百五十二,1
32426,八百七十一; 九百三十八,1
32427,七百三十四; 九百四十,1
32428,九百三十一; 六百六,0
32429,十二; 百七十一,1
32430,三百六十七; 九百三十三,1
32431,八百三十五; 七百九十三,0
32432,五百六; 七十六,0
32433,七百四十九; 百三十五,0
32434,四百三十三; 六十七,0
32435,三百五十六; 五百十六,1
32436,四百八十七; 三百三十九,0
32437,六百十八; 百七十三,0
32438,五百八十八; 五百四十五,0
32439,八百三十; 三百十九,0
32440,二百三十八; 三百七十二,1
32441,百七十七; 三百八十二,1
32442,百九十九; 六百四十,1
32443,六百二十二; 九十七,0
32444,八百六十六; 三百六十四,0
32445,六百六十一; 二百五十一,0
32446,四百十三; 六百九十,1
32447,九百三十二; 七百四十七,0
32448,九百七十; 百五十,0
32449,百九十; 四百三十四,1
32450,五十一; 七百九十九,1
32451,二百五十六; 百二十五,0
32452,五百六; 七百十七,1
32453,三百七十二; 三百十一,0
32454,五百四十五; 六百六十八,1
32455,四百四十; 二百十八,0
32456,百二十九; 三百七,1
32457,九百二十六; 八百七十二,0
32458,八百六十九; 七百七十六,0
32459,五百五十一; 二百十四,0
32460,四百七十七; 百四十二,0
32461,二百二十六; 四百一,1
32462,三百七十七; 五百十四,1
32463,七百五十九; 百三十一,0
32464,四百二十二; 九百六十五,1
32465,八百九十八; 七百十三,0
32466,四百四十四; 三百二十三,0
32467,九百八十八; 四百五十七,0
32468,七百三十八; 三百九十一,0
32469,五百五十八; 五百二十二,0
32470,五百九十四; 四百二,0
32471,九百七十八; 三百十四,0
32472,二百四十二; 七百五十二,1
32473,六十六; 七百九十二,1
32474,二; 九百八十六,1
32475,九百八; 三百八十五,0
32476,七百二; 三百十六,0
32477,六百八十二; 四百七,0
32478,二百七十一; 四百七十三,1
32479,二百六十八; 三百七,1
32480,七百四十七; 四百二十九,0
32481,二百五十三; 百十六,0
32482,七百四; 六百十一,0
32483,八百七十; 二十一,0
32484,九百三十二; 五百七,0
32485,七十三; 九百六十八,1
32486,八百四十一; 六百四十六,0
32487,九百七十六; 五百六十八,0
32488,三百八十二; 九百二十六,1
32489,三十八; 二百七十八,1
32490,百二; 三百九十一,1
32491,六百五十七; 九百九十二,1
32492,百七; 八十一,0
32493,九十四; 四百七十九,1
32494,三百二十; 三百五十六,1
32495,六百三十; 十七,0
32496,二百九十七; 二百六十三,0
32497,二百; 六百十,1
32498,五百八十七; 六百九十二,1
32499,七百二十二; 三百二十三,0
32500,九百十九; 七百九十二,0
32501,三百七十五; 三百十二,0
32502,三百五十六; 九十八,0
32503,五百四十四; 七百六十九,1
32504,九百; 九百七十三,1
32505,四百七十三; 二百五,0
32506,四百三十三; 九百五十,1
32507,八百九十一; 九百三十五,1
32508,三十八; 八百九十一,1
32509,八百二十七; 四十,0
32510,六百四十一; 七十五,0
32511,三百八十一; 八百六,1
32512,八百; 六,0
32513,二百五十六; 九百三十二,1
32514,百四十九; 二百九,1
32515,八百三十八; 百九十二,0
32516,三百四十五; 九百十三,1
32517,九百八十三; 七百七,0
32518,二百七十; 三百七,1
32519,百九十七; 七十九,0
32520,三百三十; 三,0
32521,五十七; 八百六,1
32522,六百九十; 百四,0
32523,八百七十七; 七百八十,0
32524,九百二十八; 七百九十四,0
32525,四百三; 九百四十二,1
32526,百八十六; 三百四十九,1
32527,七百四十四; 九百三十,1
32528,七十八; 七百四十七,1
32529,十; 四百八十六,1
32530,七百七; 八百五十八,1
32531,六百九十二; 二十六,0
32532,二百四十; 五百六十,1
32533,三百二十一; 七百二十二,1
32534,四百二; 百四十七,0
32535,八百七十一; 七百三十一,0
32536,九十九; 四百十九,1
32537,二百四十九; 三百九十八,1
32538,三百九十六; 四百七十五,1
32539,七百七十八; 八十六,0
32540,四百六十六; 七十三,0
32541,六百五十七; 五百八十六,0
32542,二百九; 三,0
32543,六百九十七; 二百十七,0
32544,八百十四; 七百九十八,0
32545,九百六十一; 五百二十二,0
32546,六十一; 六百六十四,1
32547,二百六十二; 四百四十六,1
32548,百三十一; 百七,0
32549,六百七十一; 五十八,0
32550,八百十三; 七十四,0
32551,百九十九; 四百五十六,1
32552,七百十五; 二百八十一,0
32553,五百八十九; 五十一,0
32554,四十二; 九百四十,1
32555,三百五十三; 六百二十二,1
32556,八百五十四; 七百九十八,0
32557,四百十五; 八百三十三,1
32558,五百六十二; 五百八十二,1
32559,四百九十六; 八百四十四,1
32560,九百八; 五百,0
32561,九百三; 四百二十一,0
32562,五百四十一; 七百十八,1
32563,二百三十七; 九十五,0
32564,六百五十七; 五十六,0
32565,三百八十五; 九百四十八,1
32566,六百六十六; 八百三十八,1
32567,五百五十六; 五百九十四,1
32568,五百七十四; 十八,0
32569,八十四; 七百五十六,1
32570,五百十九; 四百三十八,0
32571,六百十四; 九百二十三,1
32572,百八十二; 六百三十七,1
32573,四百四十二; 六百二十七,1
32574,四十二; 二百八十九,1
32575,五百四十一; 四百六十七,0
32576,八百四十; 百四十四,0
32577,八百五十七; 六百九,0
32578,五百四十七; 七百五十一,1
32579,五百二十; 四百七十八,0
32580,六百八十; 七百二十一,1
32581,四百三十四; 二十八,0
32582,九百四十九; 百八十七,0
32583,七百八十八; 二百七十九,0
32584,七百四十一; 七百八十八,1
32585,七百六十五; 九百五十六,1
32586,二百四十六; 七百七十五,1
32587,九百二十二; 五百五十三,0
32588,九百五十二; 百十九,0
32589,三百八十三; 八百三十七,1
32590,六百三十五; 三百三十七,0
32591,八十; 六百二十六,1
32592,二百九十五; 四百十三,1
32593,五百七十三; 七百八十三,1
32594,六百七十九; 三百五十五,0
32595,六百四十三; 百六十八,0
32596,三百二十八; 七百七十,1
32597,三百七十五; 二百九十五,0
32598,四百六十三; 三百十五,0
32599,六百二十七; 八百,1
32600,六百八十二; 四百八十八,0
32601,五百二十九; 九百八十二,1
32602,百二十九; 七百二十九,1
32603,七百二十一; 百八十一,0
32604,九百五十一; 九百七十六,1
32605,二百八十九; 六十九,0
32606,三百三十五; 六百九十四,1
32607,三百九十; 七百八十三,1
32608,三百二十四; 百四十一,0
32609,百九十四; 六百五十四,1
32610,五百四; 五百三十四,1
32611,二百六十四; 四百三十六,1
32612,九百八十八; 七百十二,0
32613,九十八; 百六,1
32614,百七十四; 四百,1
32615,八百七十四; 七百四十二,0
32616,五百九十七; 九百四十六,1
32617,十五; 六百十四,1
32618,三百九; 三百六十,1
32619,四百四十一; 四百三十八,0
32620,四百五十五; 二百八十四,0
32621,九百十九; 三百九十一,0
32622,八百二十八; 五百二十五,0
32623,八百五; 百四十四,0
32624,四百一; 百八十三,0
32625,六百九十六; 九百七十四,1
32626,四百八十二; 三十九,0
32627,七百四十一; 九百七十九,1
32628,六百二十六; 五十,0
32629,二百八十二; 八十二,0
32630,三百八十二; 九百七十八,1
32631,七百六十五; 二百九十二,0
32632,四百三十七; 百二十七,0
32633,九百十六; 九百三十五,1
32634,三百九十七; 十五,0
32635,二百五十三; 六百六十,1
32636,千; 三百三十,0
32637,六百十七; 六百七十二,1
32638,百二十四; 三百九,1
32639,八百三十五; 五百四,0
32640,四百八十二; 九百十九,1
32641,五百四十九; 十一,0
32642,四百二十二; 九百八十五,1
32643,六百四十; 八百七十四,1
32644,四百五; 六百四十七,1
32645,八十九; 四十七,0
32646,四百五十; 八百四十三,1
32647,二百四十一; 五百六十五,1
32648,七百七; 二百一,0
32649,百二十九; 三十六,0
32650,三百四十二; 三百四十一,0
32651,三百六十八; 六百五十四,1
32652,六百八十一; 五百五十六,0
32653,六; 四百六十三,1
32654,七百四十四; 九十五,0
32655,七百八十五; 十八,0
32656,六百五十一; 八百三十二,1
32657,七百三十八; 九百五十四,1
32658,三百五十; 五百六十二,1
32659,四十九; 百三十,1
32660,七百四十三; 五百四十七,0
32661,七百四十八; 九百六十七,1
32662,二百七十一; 七百六十六,1
32663,四百八十七; 八百十三,1
32664,百八十六; 六百九十五,1
32665,九百十四; 七百八十六,0
32666,三百四十七; 四百五十七,1
32667,五百五十三; 七百五,1
32668,五百七十五; 百八十,0
32669,百七十二; 五十一,0
32670,七百七十七; 九百七十,1
32671,二百二十二; 九百九十八,1
32672,六百六十一; 四百二十六,0
32673,六十; 九百四十二,1
32674,六百八十一; 四十四,0
32675,八百九十二; 五百,0
32676,八百二十; 七百九十二,0
32677,八百六十三; 九百四十四,1
32678,五百七; 四百九十七,0
32679,四百七十一; 五百三十二,1
32680,七百五; 四百二十五,0
32681,六百九十八; 七百十八,1
32682,二十四; 四百十八,1
32683,七百九十七; 四百六十七,0
32684,七百九十二; 七百三十,0
32685,五百八; 七百八十四,1
32686,百十; 三百九十三,1
32687,四百八十七; 八百六十四,1
32688,五百三十; 七百三十五,1
32689,七百六十八; 六百二十一,0
32690,八百二; 四百四十三,0
32691,百五十四; 六百五十一,1
32692,九百六十二; 百十,0
32693,五百二; 八百六十八,1
32694,四百十六; 五百七十六,1
32695,三百三十; 四百七十六,1
32696,二百三十九; 五百八十,1
32697,四百十; 四十五,0
32698,七百四十六; 四百二十,0
32699,八百七十三; 五百六十,0
32700,三百六十三; 八百六十七,1
32701,六百九十八; 四百二十四,0
32702,六百六十四; 九百九,1
32703,七百六十; 二百七十六,0
32704,六百二十八; 六百九十七,1
32705,二百十九; 二百六十四,1
32706,五百八十四; 三百八十七,0
32707,二百九十二; 三百三十五,1
32708,八百六十二; 四百三十七,0
32709,四百三十九; 二十八,0
32710,四十九; 三百七十六,1
32711,六百六十; 七百九十七,1
32712,九百六十二; 九,0
32713,四百三十四; 三百六十,0
32714,五百九; 七百八十二,1
32715,三百七十五; 四百二十五,1
32716,七百八十六; 三百五十六,0
32717,四百四十四; 三百三十四,0
32718,五百二十; 百七十五,0
32719,三百八十七; 八百六十一,1
32720,七; 三百五十五,1
32721,五百二十三; 八百三十六,1
32722,四百六十三; 六百十七,1
32723,三百五十一; 百十四,0
32724,六百五; 五十九,0
32725,九百十四; 二百三十三,0
32726,三百四十; 三十五,0
32727,百十四; 七百四十,1
32728,四百五十二; 二百二十七,0
32729,五百二十五; 三十四,0
32730,四百十三; 七百六十,1
32731,四十三; 九十一,1
32732,八百八十五; 四百二十五,0
32733,八百六十九; 七百六十九,0
32734,四百五十四; 百六十,0
32735,七百三十二; 四百五十一,0
32736,八百三十四; 三百八十七,0
32737,五十二; 八百三十六,1
32738,三百四十; 七百七十四,1
32739,四百七十一; 三百九十八,0
32740,七百七十七; 二百三十五,0
32741,四百三十六; 三百七十,0
32742,五百三十; 四百六十六,0
32743,八百七十八; 三百七十六,0
32744,百十; 六百四十四,1
32745,九百七十三; 三百八十六,0
32746,百八十二; 八百三十二,1
32747,二百四十九; 三百五十三,1
32748,三百八十三; 百十,0
32749,二百六; 九百七,1
32750,二百八十九; 六百十四,1
32751,四百六十六; 八百十七,1
32752,七百二十三; 七百八十四,1
32753,五百六十一; 九百九十九,1
32754,六百九十八; 四百七十,0
32755,三百一; 六百五十一,1
32756,三百二十一; 六百五十一,1
32757,八十九; 百十一,1
32758,七百三十一; 九百十二,1
32759,七百六十五; 五百五十六,0
32760,七百三十九; 七十五,0
32761,八百九十三; 三百九十八,0
32762,百十九; 九百八十二,1
32763,九百四十; 七百六十七,0
32764,七百二十五; 四百八十一,0
32765,八百三十三; 五百十二,0
32766,五百四十四; 五百九十四,1
32767,七百三十七; 八百八,1
32768,八百八十七; 八百一,0
32769,七百四十一; 三百九十八,0
32770,七百九十二; 五百九十三,0
32771,八十四; 四百六十三,1
32772,四百十九; 七百五十,1
32773,六百五; 三百五十六,0
32774,七百; 百三十六,0
32775,二百一; 九百四,1
32776,七百七十六; 七百八十一,1
32777,三百四; 二百五十三,0
32778,八百四十三; 百六十六,0
32779,百九十; 六百六十九,1
32780,二百四; 百七十四,0
32781,八百九; 八百十一,1
32782,百六十三; 九百二十二,1
32783,七百十七; 六百八十一,0
32784,百六十七; 二百六十二,1
32785,七十九; 三百九十,1
32786,八百三十五; 二百三十四,0
32787,二百六十二; 五百四十六,1
32788,九百三十; 六百九十三,0
32789,七百十六; 二百十九,0
32790,百三十二; 七百四十九,1
32791,四百七十; 三百五十七,0
32792,八百九十九; 六十四,0
32793,二百二十五; 九百五十八,1
32794,九百二; 九百七十七,1
32795,六百四十一; 三百四,0
32796,四百八; 四百十五,1
32797,七; 二百二十二,1
32798,九百二十六; 五百七十二,0
32799,四百七十; 百四十三,0
32800,九十; 十四,0
32801,四十三; 六百二十八,1
32802,三百四; 六百四十九,1
32803,四百八十一; 百五十,0
32804,四百二十八; 七百二十五,1
32805,七十二; 六百八十九,1
32806,二百四十八; 七百六十四,1
32807,九百九十八; 七十八,0
32808,八百三十六; 八百二十九,0
32809,二百三十六; 二百九十二,1
32810,七十五; 五百二十九,1
32811,六十三; 三百十六,1
32812,六百四十八; 六十六,0
32813,六十八; 二百二十五,1
32814,六百八十五; 七百二十七,1
32815,七百六十; 百七十六,0
32816,二百六十三; 二百五,0
32817,二百八十五; 五百十八,1
32818,九百九十; 九百二十一,0
32819,九百十五; 七百六十一,0
32820,四百五十; 九百十四,1
32821,三百七十一; 六百八十四,1
32822,六百三十五; 四百五十一,0
32823,四百四十六; 六百六十,1
32824,七百四十七; 三百三十一,0
32825,五百七十二; 百四十七,0
32826,八十九; 九百六十八,1
32827,百九十七; 八百六十七,1
32828,百五十五; 六百十五,1
32829,七百九十一; 百一,0
32830,四百五十六; 六百三十六,1
32831,三百三十五; 六百九十二,1
32832,二百五十六; 五百十八,1
32833,三百五十九; 二百十八,0
32834,百八十三; 三百四十五,1
32835,九百八十二; 九百六,0
32836,百七十一; 四百三十四,1
32837,八百十七; 四十九,0
32838,三百四十; 七百,1
32839,九百八十三; 八十八,0
32840,二百五十二; 八百七十四,1
32841,二百七十八; 八百三十六,1
32842,九百五十八; 六百五十九,0
32843,五百九; 百九十一,0
32844,六百三十七; 三百六十,0
32845,六百三十四; 百六十八,0
32846,二百七十一; 二百六十,0
32847,九百五十八; 七百三十三,0
32848,八十五; 八百六十二,1
32849,百二十三; 九百五十八,1
32850,六十七; 二百九十二,1
32851,四百九十六; 三百二十五,0
32852,百八; 二十三,0
32853,二百八十四; 百八十一,0
32854,九百三十; 七十九,0
32855,四百九十; 四百六十五,0
32856,七十; 三百五十八,1
32857,二百八; 七百五十六,1
32858,七百六十九; 二百九,0
32859,十二; 九百十,1
32860,九百六十八; 五百九十九,0
32861,二百二十三; 三百二十六,1
32862,百八十一; 二百八十九,1
32863,七百七; 九百五十七,1
32864,百四十一; 六百五十一,1
32865,百七十; 五百七十七,1
32866,八百五十一; 四百二十八,0
32867,五百四十六; 百六十九,0
32868,三百五十八; 四百,1
32869,百八十一; 九百八十一,1
32870,五百六十六; 四百五十二,0
32871,九百五十八; 二百四,0
32872,二百七十五; 二,0
32873,五百六十七; 二百三十六,0
32874,五百八十八; 七百六十五,1
32875,八百十一; 六百五,0
32876,二百八十二; 十三,0
32877,五百五十五; 六百八十五,1
32878,四百三十四; 九百九十三,1
32879,三百八十一; 二百四十三,0
32880,四百二十一; 二百六十,0
32881,六百五十七; 九百八十九,1
32882,四百十六; 六百七十九,1
32883,四百九十九; 九百,1
32884,九百三十二; 五百八十,0
32885,三十四; 四,0
32886,二百二十; 三百六十二,1
32887,九百六十五; 二百八十一,0
32888,七百四十五; 五十三,0
32889,七百六十六; 九百三十二,1
32890,百四十三; 百八十四,1
32891,百四十一; 七百六,1
32892,八百二十二; 七百七十八,0
32893,八百五十一; 七百八十一,0
32894,百五十二; 九百三,1
32895,八百三十七; 三十七,0
32896,六百; 六百十四,1
32897,四十八; 六百六十七,1
32898,五百九十; 三百三十六,0
32899,四百四十; 七十三,0
32900,八百十二; 九百七十三,1
32901,百九十八; 二百九十一,1
32902,九十一; 七百六,1
32903,七百四十; 九百九十六,1
32904,七百九十二; 七百七,0
32905,二百三; 九百七十六,1
32906,六十五; 九百五十二,1
32907,九百五十; 七百九十四,0
32908,七百六; 二百四十三,0
32909,六十六; 六百五,1
32910,三十八; 八百七十,1
32911,百四十六; 三百二十六,1
32912,百七十九; 五百六十三,1
32913,九百三十三; 九百九十八,1
32914,十七; 五百十八,1
32915,二十五; 五百十六,1
32916,五百八十一; 八百九十四,1
32917,六百八十七; 四百十八,0
32918,五百二十六; 七百四十三,1
32919,七百四; 六十六,0
32920,百三十八; 三百,1
32921,四百三十; 九十二,0
32922,四百八十九; 六百三十二,1
32923,九十二; 七百六十五,1
32924,六百二十八; 二百八十五,0
32925,二百十一; 二百六十七,1
32926,八百六十; 五百五十一,0
32927,六百十七; 三百四十,0
32928,四百七十九; 二百四,0
32929,五百八十九; 二百二,0
32930,五百六; 五十五,0
32931,五百三十五; 八百八十四,1
32932,五百五十四; 八百九十七,1
32933,二百二十五; 八百七十六,1
32934,五百二十八; 三十六,0
32935,四百二十八; 四百五十三,1
32936,九百二十九; 四百七十八,0
32937,四百五十八; 二百六十五,0
32938,三百六十五; 五百四十七,1
32939,六百二十九; 四百五十二,0
32940,二百十七; 九百七十九,1
32941,百十; 四,0
32942,四百二十五; 六十九,0
32943,五百三; 四百五十九,0
32944,二百八十二; 四十四,0
32945,百六十一; 九百四十九,1
32946,八百三; 九百四十七,1
32947,二十; 七百九十六,1
32948,八百七十六; 百六,0
32949,九百三; 四百四十四,0
32950,八百七十二; 九百六十二,1
32951,六百七十九; 四百七十二,0
32952,六百三十九; 九百七十一,1
32953,五百十七; 八百六十六,1
32954,四百四十三; 三百四十,0
32955,七百一; 六百九十八,0
32956,三百四十八; 七百七十七,1
32957,八百六十二; 三百四十四,0
32958,百四十八; 三百九十,1
32959,百四十二; 九十三,0
32960,百七十; 百十二,0
32961,八百九十三; 四百七十五,0
32962,九百十四; 三百五十九,0
32963,四百八十八; 三百七十八,0
32964,八百七十五; 六百三十七,0
32965,百六十九; 六百八十二,1
32966,五百十九; 五百二十一,1
32967,八百五十七; 百六,0
32968,百七十九; 五百九十四,1
32969,五百五十八; 四百六,0
32970,三百四十一; 十五,0
32971,七百五十七; 五百六十八,0
32972,七百九十三; 八百四十一,1
32973,四百五十九; 八百,1
32974,五百九十六; 五百二十五,0
32975,七百十二; 八百三十六,1
32976,七百十九; 五百八,0
32977,八百十九; 五百十九,0
32978,五百一; 百三十五,0
32979,百十二; 九百四十九,1
32980,二百二十七; 二百五十四,1
32981,二百八十七; 百七十四,0
32982,九百九; 九十一,0
32983,二百七十四; 九百五,1
32984,七百十四; 六百二十五,0
32985,八百十三; 二百六十八,0
32986,四百四十一; 三百二十一,0
32987,三百九十三; 八十八,0
32988,二百五十四; 三百五十四,1
32989,八百七十六; 二百五十七,0
32990,六百五十六; 百三十七,0
32991,六百四十四; 百十三,0
32992,六百十六; 五百四十,0
32993,七百八十六; 九百九,1
32994,七百七十五; 百二十五,0
32995,四百二十七; 九百,1
32996,九百三十五; 六百五十二,0
32997,六百六; 九百六十九,1
32998,六百八十; 四百三十六,0
32999,八百十九; 九百九,1
33000,九百六十七; 四百五十六,0
33001,五百五十六; 三百一,0
33002,六十二; 三百十七,1
33003,二百五; 六百十四,1
33004,九百三; 二百二,0
33005,四百三十六; 三百六十三,0
33006,二十一; 六百四十九,1
33007,百四十七; 六百二十,1
33008,七百十五; 九百二十三,1
33009,七百七十九; 八百八十一,1
33010,四百九十五; 四百五十三,0
33011,八百八十三; 二百二十六,0
33012,八百八十三; 百八十三,0
33013,五百九十八; 百十三,0
33014,八百八十三; 百四十,0
33015,五百十三; 三百四十一,0
33016,四百十五; 五百七十三,1
33017,六百六; 八十二,0
33018,百二十; 八百五十八,1
33019,九十九; 二百,1
33020,六百四十; 百十九,0
33021,五百五十六; 百五十六,0
33022,二十四; 五百九十六,1
33023,四百二十九; 四百六十三,1
33024,百九十五; 九百二十四,1
33025,八百九十七; 七百九十九,0
33026,三百三十四; 四百五十四,1
33027,四百四十二; 六百六十三,1
33028,六百三十三; 九百七十五,1
33029,二百四十; 八百二,1
33030,九百八十四; 九百三,0
33031,四百三十六; 七百八十八,1
33032,七百十二; 二百七十,0
33033,三百三十九; 九十,0
33034,八百六十; 六百四十八,0
33035,四百六十一; 三百八十八,0
33036,四十八; 九百八十三,1
33037,九百九十; 七百二十六,0
33038,三百四十五; 百十八,0
33039,九百三十九; 八百,0
33040,七百九十一; 七百四十,0
33041,八百九十七; 百八十三,0
33042,七百五十二; 二百九十七,0
33043,三百八; 三百十四,1
33044,三百六十三; 七百二十三,1
33045,百五十; 三百六十九,1
33046,三百十四; 八百二十六,1
33047,七百八十; 四百九十七,0
33048,二百八十二; 六百五十四,1
33049,九百五十六; 五百三,0
33050,五百三十三; 六百三十六,1
33051,五百九十六; 四百五十七,0
33052,七百九十五; 二百五十一,0
33053,二十二; 百十三,1
33054,三百六十三; 三百七十,1
33055,八百一; 七百二十三,0
33056,五百七十; 三百四十八,0
33057,八百九十四; 八百八十七,0
33058,六百十五; 九百五十四,1
33059,六十九; 五百三十六,1
33060,七百十一; 三百六十八,0
33061,二百八十三; 四百三十二,1
33062,七百五十八; 八百十七,1
33063,六百三十一; 五百二十七,0
33064,六百三; 八百九十六,1
33065,六百七十六; 六百一,0
33066,六百二十; 八百七十八,1
33067,四百五十三; 七百三十一,1
33068,七百; 五百七十七,0
33069,百十九; 九百九十八,1
33070,八百六十五; 六百九,0
33071,九百十八; 四十三,0
33072,八百九十四; 五百九十七,0
33073,九百四十三; 八百七十八,0
33074,七百八十七; 二百七十二,0
33075,六十五; 三十三,0
33076,九十九; 四百七十四,1
33077,七百二十九; 八百八十八,1
33078,六百六十六; 七百七十,1
33079,六百八十; 十七,0
33080,六百四十六; 三百六十一,0
33081,二百八十一; 六百三十八,1
33082,三; 八十四,1
33083,二百二十四; 七百六十九,1
33084,百三十二; 二百八十四,1
33085,七百七十三; 九百九十七,1
33086,四百四十九; 九百四十六,1
33087,七十一; 三十五,0
33088,八百六十六; 九百二十四,1
33089,三百五十八; 九百六十三,1
33090,九百六十九; 二百三,0
33091,六百四十一; 九百五十五,1
33092,九百十九; 五百六十九,0
33093,九百十; 二百五十七,0
33094,三百九十四; 七百十六,1
33095,五百三; 五百三十四,1
33096,七百五十五; 六十三,0
33097,二百三十; 二百三十二,1
33098,五百三十三; 九百三,1
33099,五百四十; 六百六十五,1
33100,二百六; 三百十四,1
33101,百七十一; 百五,0
33102,三百五十七; 五百五,1
33103,五百三十四; 七百三十八,1
33104,八百五十六; 八百五十五,0
33105,六百九十四; 六百七十九,0
33106,二百七十; 四百二十九,1
33107,百三十七; 八百八十一,1
33108,六百三十四; 八百五十二,1
33109,九百八十一; 七百六十九,0
33110,六百九十二; 九百九十九,1
33111,二百二十; 六百八十三,1
33112,五百二十一; 七百二十一,1
33113,四百五十; 四百八十一,1
33114,五百三十五; 八百九十四,1
33115,二百二十八; 二百二十一,0
33116,八百七十四; 六百十九,0
33117,五百四十四; 三百四十五,0
33118,百八十七; 四百五,1
33119,七百八十三; 五十五,0
33120,百六十; 六十一,0
33121,七百二; 三百二十一,0
33122,四百九十八; 五百七十五,1
33123,四百九十; 九百三十五,1
33124,百四十九; 四百九十,1
33125,四百五十一; 二百八十,0
33126,八百四十四; 三百七十,0
33127,六百五十八; 七百八十七,1
33128,百六; 六百九十七,1
33129,四百三十七; 三百二十四,0
33130,五百五十一; 九百二十四,1
33131,八百八十七; 八百五十三,0
33132,八百十八; 二百二十四,0
33133,百六十三; 三百七十五,1
33134,五百二十七; 五百七十四,1
33135,二百四十七; 九百六十九,1
33136,七十九; 三百六十三,1
33137,三十四; 百二十五,1
33138,二百二十三; 三百三十七,1
33139,四十一; 七十九,1
33140,三百三; 百五,0
33141,二百九十八; 七十三,0
33142,百; 五百四十九,1
33143,七十四; 三百二,1
33144,四百五十九; 八百四十五,1
33145,百十一; 七百三十三,1
33146,二百二十九; 四百九十五,1
33147,四百七十七; 百五十六,0
33148,三百七十; 八百五十,1
33149,八百十七; 三百三十一,0
