,sents,labels
0,huit cent soixante douze; trois cent quarante huit,0
36203,neuf cent cinquante; cinq cent quatre vingt cinq,0
36204,huit cent quatre vingt dix; cent quatre vingt dix neuf,0
36205,six cent douze; cinquante six,0
36206,deux cent vingt six; sept cent quarante deux,1
36207,six cent quarante quatre; cinq cent deux,0
36208,six cent cinquante trois; trois cent soixante huit,0
36209,neuf cent quatre vingt six; six cent vingt cinq,0
36210,deux cent soixante dix sept; cinq cent cinq,1
36211,quatre cent trente sept; quatre cent vingt six,0
36212,deux cent vingt; cinq cent sept,1
36213,cent vingt neuf; six cent quatre vingt dix huit,1
36214,deux cent quatre vingts; trois cent vingt trois,1
36215,huit cent quatre vingt cinq; trois cent trente huit,0
36216,neuf cent vingt six; neuf cent cinquante,1
36217,deux cent quatre vingt onze; cinq cent quatre,1
36218,cinq cent douze; sept cent quatre vingt six,1
36219,trois cent trente trois; vingt et un,0
36220,cent soixante neuf; cent quatre,0
36221,six cent vingt huit; quatre cent soixante,0
36222,soixante cinq; trois cent soixante neuf,1
36223,neuf cent quinze; huit cent cinquante cinq,0
36224,mille; huit cent cinquante,0
36225,cinq cent quarante huit; huit cent vingt trois,1
36226,six cent vingt quatre; cinq cent soixante six,0
36227,huit cent sept; trois cent soixante dix huit,0
36228,quarante trois; deux cent six,1
36229,sept cent quatre; six cent cinquante et un,0
36230,six cent cinquante neuf; huit cent vingt et un,1
36231,trois cent dix sept; cent quarante et un,0
36232,trois cent trois; quatre cent quatre vingt dix,1
36233,soixante et un; huit cent cinquante huit,1
36234,soixante neuf; sept cent dix,1
36235,sept cent soixante quatre; quatre cent trente,0
36236,cinq cent soixante dix; trois cent cinquante trois,0
36237,cent quatorze; neuf cent vingt deux,1
36238,huit cent deux; trois cent quatre vingt sept,0
36239,cent quatre vingt seize; quatre cent treize,1
36240,neuf cent quatre vingt sept; trois cent dix sept,0
36241,neuf cent cinquante; sept cent quatre vingt douze,0
36242,quatre cent onze; huit cent quarante quatre,1
36243,trois cent vingt deux; quatre cent quatre vingt onze,1
36244,cinq cent dix; quatre cent vingt deux,0
36245,neuf cent soixante seize; neuf cent quarante,0
36246,quatre cent neuf; quatre cent deux,0
36247,six cent un; cent quatre vingt six,0
36248,cent treize; quatre vingt dix sept,0
36249,soixante quinze; huit cent vingt huit,1
36250,quatre cent quatre vingt huit; quatre cent quatre vingt quatre,0
36251,trois cent vingt six; six cent soixante deux,1
36252,cent trente cinq; sept cent soixante neuf,1
36253,cent soixante treize; quatre cent soixante,1
36254,neuf cent quarante six; quatre cent quarante deux,0
36255,sept cent neuf; neuf cent cinquante quatre,1
36256,neuf cent soixante dix sept; cent vingt deux,0
36257,neuf cent trente huit; quatre cent cinquante six,0
36258,deux cent soixante dix huit; cent quatre vingt onze,0
36259,neuf cents; cent soixante dix neuf,0
36260,six cent cinquante; sept cent quatorze,1
36261,deux cent soixante quatre; trois cent quatre vingt neuf,1
36262,huit cent cinquante six; quatre cent quatre vingt un,0
36263,cinq cent quinze; huit cent quatre vingt dix sept,1
36264,neuf cent treize; trente cinq,0
36265,sept cent cinquante cinq; quatre cent quatre vingt trois,0
36266,cinq cent trente trois; sept cent cinquante deux,1
36267,trois cent quarante et un; neuf cent quatre vingts,1
36268,deux cent neuf; deux cent quatre vingt dix neuf,1
36269,cent vingt cinq; cinq cent vingt sept,1
36270,quatre cent soixante; cent douze,0
36271,quatre cent quatorze; huit cent quatre vingt sept,1
36272,neuf cent trente cinq; huit cent quatre vingt dix sept,0
36273,cent dix; sept cent soixante dix neuf,1
36274,six cent vingt neuf; six cent vingt six,0
36275,cent sept; quatre cent cinquante neuf,1
36276,seize; sept cent vingt cinq,1
36277,cinq cent soixante; trois cent soixante dix,0
36278,deux cent soixante dix neuf; trois cent quatre vingt treize,1
36279,neuf cent soixante dix huit; deux cent quarante six,0
36280,quatre cent un; huit cent cinquante trois,1
36281,cinq cent quatre vingt quinze; deux cent quatre vingt neuf,0
36282,sept; neuf cent soixante seize,1
36283,neuf cent quatre vingt sept; deux cent quatre vingt six,0
36284,neuf cent cinquante et un; quatre cent neuf,0
36285,six cent quatre vingt dix neuf; huit cent soixante,1
36286,deux cent soixante quatorze; six cent cinq,1
36287,cent quatre vingt un; huit cent vingt cinq,1
36288,huit cent quatre vingt deux; douze,0
36289,huit cent quatre vingt dix neuf; quatre vingt quatre,0
36290,cent vingt neuf; huit cent vingt,1
36291,trois cent quatre vingt neuf; cinq cent seize,1
36292,cent soixante seize; cinq cent quarante neuf,1
36293,huit cent quarante sept; deux cent quatre vingt dix,0
36294,six cent trente huit; deux cent soixante quatre,0
36295,deux cent cinquante deux; sept cent cinq,1
36296,deux cent dix; sept cent seize,1
36297,sept cent trente quatre; quatre cent trente huit,0
36298,cinquante trois; cinq cent deux,1
36299,deux cent cinquante huit; sept cent dix,1
36300,six cent quatre vingt cinq; cent trente trois,0
36301,huit cent soixante dix; six cent soixante dix huit,0
36302,trente neuf; sept cent deux,1
36303,deux cent vingt deux; deux cent vingt et un,0
36304,sept cent soixante deux; six cent cinquante neuf,0
36305,neuf cent quarante cinq; deux cent quatre vingt huit,0
36306,sept cent quatre vingt quatre; quatre cent soixante seize,0
36307,quatre cent quarante trois; cent douze,0
36308,cinq cent quarante huit; cinq cent quatre vingt dix huit,1
36309,deux cent dix neuf; deux cent quarante neuf,1
36310,six cent cinquante; vingt six,0
36311,quatre cent cinquante deux; six cent soixante six,1
36312,cinq cent quarante; deux cent soixante et onze,0
36313,neuf cent vingt sept; neuf cent soixante treize,1
36314,trois cent soixante trois; neuf cent quarante cinq,1
36315,trois cent cinquante quatre; trente trois,0
36316,vingt deux; cent vingt trois,1
36317,cent quarante quatre; huit cent quatre vingt quatre,1
36318,neuf cent soixante dix; quatorze,0
36319,quatre cent quatre vingt un; sept cent trente neuf,1
36320,trente et un; six cent quarante neuf,1
36321,quatre cent quatre vingt cinq; deux cent quarante,0
36322,cent; deux cent dix sept,1
36323,quatre cent soixante dix neuf; soixante seize,0
36324,six cent sept; sept cent trente cinq,1
36325,sept cent soixante six; cent quatre vingt trois,0
36326,deux cent douze; six cent treize,1
36327,huit cent soixante neuf; quatre vingt seize,0
36328,sept cent soixante et un; trois cent cinquante six,0
36329,sept cent quatorze; vingt trois,0
36330,vingt neuf; soixante dix sept,1
36331,huit cent soixante cinq; trois cent soixante treize,0
36332,six cent cinquante sept; quatre cent quatre vingt neuf,0
36333,trois cent soixante; huit cent vingt,1
36334,cent soixante cinq; cent soixante seize,1
36335,cent trente huit; neuf cent dix sept,1
36336,cinq cent seize; cent trente,0
36337,sept cent dix sept; quatre cent deux,0
36338,deux cent huit; quatre cent neuf,1
36339,trois cent huit; sept cent dix sept,1
36340,cinquante quatre; cinq cent treize,1
36341,quatre cent quatre vingt douze; sept cent six,1
36342,trois cent quatre; cent quarante et un,0
36343,six cent quatre vingt cinq; huit cent vingt neuf,1
36344,sept; quatre cent seize,1
36345,cent treize; sept cent trois,1
36346,cinq cent quarante six; cinq cent quatre vingt douze,1
36347,cent dix huit; deux cent soixante huit,1
36348,quatre cent vingt quatre; deux cent quatre vingt douze,0
36349,cinq cent cinquante quatre; cent soixante,0
36350,huit cent quatorze; cent vingt cinq,0
36351,neuf cent vingt sept; cinq cent dix neuf,0
36352,six cent quatre; cent trente et un,0
36353,cinq cent soixante neuf; trois cent six,0
36354,trois cent quatre; quatre cent soixante sept,1
36355,cinq cent trente trois; cinq cent soixante six,1
36356,cinq cent soixante treize; six cent trente trois,1
36357,quatre cent cinquante neuf; trois cent soixante dix,0
36358,trois cent quatre vingt quinze; quatre cent trente et un,1
36359,trois cent soixante six; huit cent vingt cinq,1
36360,sept cent huit; cent quatre,0
36361,sept cent soixante sept; sept,0
36362,huit; cinq cent vingt quatre,1
36363,huit; sept cent quarante quatre,1
36364,huit cent soixante six; deux cent quatre vingt douze,0
36365,neuf cent quarante huit; deux cents,0
36366,sept cent trente deux; trois cent vingt six,0
36367,trois cent quatre vingt dix sept; six cent cinquante six,1
36368,six cent vingt six; quatre cent quatre vingts,0
36369,cent quatre vingt six; cinq cent quatre vingt un,1
36370,trois cent soixante trois; trois cent treize,0
36371,six cent quarante; deux cent quatre vingt seize,0
36372,deux cent cinquante sept; six cent vingt et un,1
36373,neuf cent cinquante quatre; sept cent quatre vingt trois,0
36374,neuf cent seize; quatre vingt huit,0
36375,quatre cent quatre vingt dix huit; quatre cent trente quatre,0
36376,sept cent quatre vingt cinq; cent vingt,0
36377,sept cent quatre vingt dix; trois cent soixante treize,0
36378,trois cent cinquante trois; deux cent quarante huit,0
36379,quatorze; sept cent quatre vingt quinze,1
36380,cinq cent soixante et onze; quatre cent onze,0
36381,cinq cent soixante; cinquante trois,0
36382,deux cent quatorze; cinq cent vingt cinq,1
36383,neuf cent quatorze; quatre cent neuf,0
36384,deux cent soixante neuf; trente six,0
36385,neuf cent quatre vingt dix neuf; cinquante deux,0
36386,cinq cent neuf; neuf cent six,1
36387,neuf cent quarante neuf; six cent trente huit,0
36388,quatre cent vingt quatre; six cent trente neuf,1
36389,cent vingt neuf; six cent treize,1
36390,huit cent quatre vingt un; sept cent soixante deux,0
36391,huit cent soixante et onze; trente trois,0
36392,six cent soixante trois; six cent soixante dix neuf,1
36393,quatre cent quarante neuf; vingt cinq,0
36394,trente et un; sept cent quarante deux,1
36395,sept cent soixante et onze; trois cent quarante cinq,0
36396,neuf cent trente cinq; neuf cent cinquante six,1
36397,cinq cent soixante et onze; huit cent soixante quinze,1
36398,sept cent six; six cent cinquante sept,0
36399,six cent soixante dix neuf; sept cent soixante huit,1
36400,deux cent vingt quatre; neuf cent quatre vingt quatre,1
36401,quatre cent quatre vingt deux; quatre cent soixante dix,0
36402,neuf cent quatre vingt huit; quinze,0
36403,quatre cent cinquante six; deux cent quatre vingt dix neuf,0
36404,huit cent dix; quatre cent quarante trois,0
36405,huit cent trente deux; sept cent treize,0
36406,six cent cinquante huit; six cent quatre vingts,1
36407,trois cent quarante six; cent dix,0
36408,cent soixante douze; huit cent quarante et un,1
36409,cent dix huit; deux cent cinquante quatre,1
36410,quatre cent soixante dix neuf; cinq cent quatre vingt huit,1
36411,huit cent cinquante et un; deux cent soixante deux,0
36412,cinquante sept; sept cent soixante quatre,1
36413,huit cent deux; neuf cent quatre vingt douze,1
36414,cinquante six; sept cent vingt deux,1
36415,cinq cent soixante sept; quatre cent quarante trois,0
36416,soixante dix huit; quatre vingt dix huit,1
36417,neuf cent cinquante deux; trois cent soixante dix neuf,0
36418,sept cent vingt six; quatre cent treize,0
36419,cent vingt trois; trois cent quatre vingt dix huit,1
36420,trois cent quarante; quatre cent soixante dix,1
36421,deux cent trente neuf; sept cent trente et un,1
36422,sept cent soixante six; quarante six,0
36423,cinq cent cinq; neuf cent quatre vingts,1
36424,quatre vingt seize; quatre cent soixante dix neuf,1
36425,neuf cent soixante six; sept cent quarante cinq,0
36426,neuf cent onze; six cent quatre vingt huit,0
36427,huit cent trente sept; huit cent quatre vingt treize,1
36428,sept cent soixante dix; cinq cent cinquante six,0
36429,six cent soixante neuf; neuf cent vingt huit,1
36430,cent trente quatre; six cent quatre vingt cinq,1
36431,neuf cent cinquante deux; deux cent quatre vingt trois,0
36432,huit cent cinquante huit; cent soixante quinze,0
36433,trois cent trente cinq; huit cent trente et un,1
36434,deux cent dix sept; quatre cent trente deux,1
36435,sept cent quatre vingt trois; sept cent dix neuf,0
36436,cent quatre vingt deux; cent six,0
36437,trois cent quatre vingt quinze; deux cent soixante,0
36438,deux cent soixante dix huit; trois cent douze,1
36439,neuf cent vingt neuf; deux cent dix sept,0
36440,neuf cent quarante; neuf cent soixante dix,1
36441,neuf cent soixante dix; cinq cent treize,0
36442,deux cent quarante deux; trois cent vingt neuf,1
36443,cinq cent cinquante six; trois cent quatre vingts,0
36444,sept cent quatre vingt seize; soixante neuf,0
36445,huit cent quatre vingt quatre; cent soixante seize,0
36446,huit cent trente huit; neuf cent quarante deux,1
36447,sept cent trente trois; neuf cent vingt,1
36448,cinq cent quatorze; neuf cent quarante neuf,1
36449,neuf cent trente neuf; quatre cent quatre vingt quatre,0
36450,trois cent cinquante deux; cent trente,0
36451,quatre cent vingt deux; cinq cent vingt trois,1
36452,deux cent quatre vingt six; six cent onze,1
36453,huit cent soixante six; trente six,0
36454,six cent cinquante; trois cent cinquante et un,0
36455,neuf cent vingt huit; trois cent quatre vingt onze,0
36456,sept cent soixante et un; cinq cent dix neuf,0
36457,huit cent cinquante quatre; neuf cent trente huit,1
36458,cent quatre vingt sept; six cent vingt cinq,1
36459,quatre vingt dix; six cent quatorze,1
36460,six cent cinquante trois; sept cent six,1
36461,six cent quatre vingt deux; cent quatre vingt treize,0
36462,neuf cent quatre vingt neuf; trois cent quarante six,0
36463,six cent soixante dix neuf; soixante dix sept,0
36464,six cent trente six; sept cent trente cinq,1
36465,cinq cent cinquante; deux cent quarante et un,0
36466,cinq cent un; deux cent cinquante six,0
36467,cent quatre vingt trois; six cent seize,1
36468,neuf cent quatre vingt dix sept; quatre cent onze,0
36469,neuf cents; huit cent dix sept,0
36470,neuf cent soixante douze; neuf cent quatre vingt dix neuf,1
36471,sept cent soixante deux; six cent quatre,0
36472,trois cent soixante neuf; neuf cent quatre vingt douze,1
36473,cinquante quatre; trois cent soixante quatre,1
36474,sept cent quatre vingt trois; sept cent vingt cinq,0
36475,cent neuf; cinq cent quatre vingt quinze,1
36476,neuf cent vingt huit; six cent cinq,0
36477,huit cent vingt quatre; quatre cent trente trois,0
36478,sept cent quarante six; huit cent trente deux,1
36479,quarante six; deux cent deux,1
36480,deux cent trente six; trois cents,1
36481,quatre cent vingt six; quatre cent vingt cinq,0
36482,deux cent soixante dix neuf; six cent trente quatre,1
36483,quatre cent soixante treize; quatre cent cinquante,0
36484,cent cinquante neuf; quatre vingt six,0
36485,deux cent deux; cinq cent vingt et un,1
36486,sept cent trente trois; quatre vingt seize,0
36487,sept cent soixante quatre; cent quatre vingt huit,0
36488,neuf cent trente neuf; cinq cent quarante neuf,0
36489,neuf cent quatre vingt sept; quatre cent soixante cinq,0
36490,soixante sept; sept cent soixante et un,1
36491,sept cent soixante seize; six cent onze,0
36492,cinq cent quarante quatre; six cent vingt cinq,1
36493,deux cent soixante neuf; sept cent trente trois,1
36494,cinq cent trente deux; huit cent quatre vingt sept,1
36495,soixante dix neuf; sept cent soixante dix,1
36496,huit cent soixante trois; trois cent quatre vingt deux,0
36497,huit cent vingt six; trois cent quatre vingt neuf,0
36498,quatorze; neuf cent treize,1
36499,cent vingt; huit cent quarante sept,1
36500,deux cent trente; cent quatre vingt deux,0
36501,neuf cent vingt neuf; deux cent cinquante trois,0
36502,cent quatre vingt douze; huit cent quatre vingts,1
36503,cent six; neuf cent quatre vingt six,1
36504,cinq cent soixante treize; trois cent trois,0
36505,neuf cent vingt quatre; huit cent quarante six,0
36506,sept cent quarante six; huit cent soixante douze,1
36507,cinq cent quatre vingt quinze; cent cinq,0
36508,trois cent dix neuf; quatre cent soixante neuf,1
36509,quatre cent quatre vingt sept; quatre cent sept,0
36510,onze; six cent dix neuf,1
36511,huit cent quatre vingt trois; deux cent soixante huit,0
36512,neuf cent quatre vingt douze; deux cent vingt sept,0
36513,deux cent trente et un; cent quatre vingt huit,0
36514,cent quatre vingt trois; trois cent quarante sept,1
36515,dix neuf; cent trente neuf,1
36516,cinquante cinq; neuf cent quatre vingt dix huit,1
36517,sept cent vingt sept; cent quarante quatre,0
36518,sept cent cinq; quatre cent trente sept,0
36519,neuf cent quinze; cinq cent sept,0
36520,neuf cent vingt neuf; deux cent trente sept,0
36521,cinq cent soixante; huit cent soixante,1
36522,neuf cent cinquante et un; cent onze,0
36523,quatre cent quatre vingt dix neuf; cent quatre vingt cinq,0
36524,trois cent cinquante et un; cinq cent quatre vingt six,1
36525,neuf cent quatre vingts; cent onze,0
36526,six cent quarante deux; trois cent soixante quatre,0
36527,quatre cent vingt six; quatre cent soixante dix sept,1
36528,sept cent dix huit; neuf cent neuf,1
36529,deux cent soixante seize; neuf cent quatre vingts,1
36530,cinq cent six; neuf cent cinquante et un,1
36531,cinq cent trente six; trois cent six,0
36532,cent soixante et onze; neuf cent quarante et un,1
36533,sept cent quarante trois; six cent six,0
36534,six cent soixante dix huit; huit cent quatre vingt dix sept,1
36535,trois cent quarante neuf; six cent soixante seize,1
36536,deux cent six; vingt trois,0
36537,neuf cent quarante huit; deux cent vingt cinq,0
36538,quatre cent quatre vingt quatre; neuf cent trente cinq,1
36539,quatre cent deux; huit cent soixante neuf,1
36540,trois cent cinquante sept; quatre cent dix,1
36541,huit cent quatre vingt dix neuf; huit cent quarante et un,0
36542,cinq cent cinquante et un; six cent treize,1
36543,neuf cent cinq; six cent cinquante trois,0
36544,neuf cent quatre vingt huit; six cent soixante quatorze,0
36545,deux cent trente et un; huit cent quatre vingt sept,1
36546,quatre cent cinquante neuf; soixante deux,0
36547,vingt cinq; trois cent quarante sept,1
36548,cinq cent soixante dix huit; sept cent quatre vingts,1
36549,deux cent vingt cinq; sept cent quatre vingt seize,1
36550,cinq cent un; quatre cent quatre vingt douze,0
36551,trois cent quarante huit; soixante six,0
36552,dix sept; six cent vingt,1
36553,deux cent neuf; cinq cent dix neuf,1
36554,sept cent douze; six cent quatorze,0
36555,deux cent quatorze; quatre vingt quatorze,0
36556,cinquante six; neuf cent quarante neuf,1
36557,deux cent soixante quatre; cent dix neuf,0
36558,trois cent cinquante six; huit cent soixante huit,1
36559,trois cent soixante dix; deux cent sept,0
36560,huit cent soixante deux; neuf cent cinq,1
36561,cent trente; trois cent trois,1
36562,deux cent onze; deux cent dix,0
36563,sept cent quatre vingt huit; sept cent soixante quinze,0
36564,sept cent quatre vingt cinq; quatre cent quatre vingt onze,0
36565,quatre vingt douze; trois cent soixante neuf,1
36566,sept cent vingt neuf; quatre cent cinquante cinq,0
36567,deux cent quatre vingt six; six cent soixante,1
36568,quatre cent douze; huit cent vingt sept,1
36569,quatre cent quatre vingt six; sept cent quatre vingts,1
36570,trois cent trente; neuf cent quatre vingt quatre,1
36571,quatre cent soixante quinze; soixante et onze,0
36572,trois cent soixante deux; cinq cent huit,1
36573,treize; trois cent trente deux,1
36574,neuf cent soixante et un; cinq cent deux,0
36575,cinq cent vingt; quatre cent quatre vingt seize,0
36576,sept cent quarante trois; quatre cent quinze,0
36577,neuf cent quatre vingt six; cinq cent cinquante trois,0
36578,huit cent quarante quatre; huit cent quatre vingt neuf,1
36579,trois cent soixante deux; trois cent soixante six,1
36580,deux cent onze; quatre cent quatre vingt cinq,1
36581,quarante sept; cinq,0
36582,neuf cent quatre vingt quinze; cinq cent trente six,0
36583,cent quatre vingt dix neuf; sept cent soixante treize,1
36584,huit cent soixante dix sept; trois cent trente trois,0
36585,six cent soixante quatorze; cinquante et un,0
36586,trois cent soixante dix; quatre vingt neuf,0
36587,huit cent soixante quatre; neuf cent treize,1
36588,quatre cent cinquante cinq; cinq cent un,1
36589,cinq cent quarante deux; trois cent quatre vingt six,0
36590,trente et un; sept cent sept,1
36591,sept cent soixante sept; cent cinquante trois,0
36592,cinq cent quarante huit; neuf cent cinq,1
36593,neuf cent quatre vingt dix sept; trois cent quatre vingt un,0
36594,neuf cent cinq; sept cent soixante quatorze,0
36595,deux cent trente cinq; deux cent vingt six,0
36596,quatre cent un; quatre cent vingt cinq,1
36597,neuf cent trente huit; cinq cent trente quatre,0
36598,soixante seize; six cent quatre vingt trois,1
36599,cinq cent quatre vingt cinq; sept cent soixante cinq,1
36600,quatre cent cinquante et un; deux cent quatre vingt douze,0
36601,six cent quatre vingt cinq; neuf cent vingt trois,1
36602,sept cent quinze; sept cent onze,0
36603,neuf cent quarante huit; neuf cent quatre vingt dix sept,1
36604,cinq cent soixante douze; trois cent quarante huit,0
36605,vingt cinq; huit cent huit,1
36606,quarante; six cent soixante,1
36607,quatre cent trente sept; cent trente quatre,0
36608,six cent dix huit; neuf cent dix sept,1
36609,trois cent trente neuf; neuf cent trente huit,1
36610,trois cent sept; cinquante neuf,0
36611,six cent quarante deux; cinq cent huit,0
36612,trente et un; cinq cent quarante,1
36613,cinq cent soixante neuf; neuf cent vingt trois,1
36614,quatre cent vingt; six cent cinquante six,1
36615,deux cent quarante et un; trois cent cinquante et un,1
36616,sept cent dix huit; deux cent soixante treize,0
36617,trois cent onze; deux cent quatre vingt quatre,0
36618,quatre cent soixante dix; sept cent cinquante cinq,1
36619,deux cent quarante six; neuf cent quarante et un,1
36620,cent cinquante neuf; sept cent quatre,1
36621,huit cent quatre; cent soixante et un,0
36622,soixante quatre; huit cent quatre vingt six,1
36623,cent quatre vingt douze; cinq cent vingt trois,1
36624,quatre cent trente quatre; deux,0
36625,neuf cent un; six cent soixante quinze,0
36626,neuf cent quatre vingt huit; quatre cent quatre vingt dix huit,0
36627,cent seize; six cent quatre vingt cinq,1
36628,deux cent seize; cent trente trois,0
36629,neuf cent un; six cent trente cinq,0
36630,quatre cent trois; neuf cent seize,1
36631,cent vingt huit; huit cent soixante trois,1
36632,sept cent quatorze; soixante dix sept,0
36633,vingt quatre; cinq cent quatre vingt dix neuf,1
36634,cent quatre vingt quinze; sept cent douze,1
36635,huit cent vingt trois; vingt cinq,0
36636,cent quatre vingt quatorze; cent vingt cinq,0
36637,quatre cent quarante six; quatre cent quarante quatre,0
36638,deux cent cinquante neuf; quatre cent vingt et un,1
36639,six cent soixante et onze; six cent vingt deux,0
36640,neuf cent soixante quinze; cinq cent trente six,0
36641,deux cent trois; six cent quarante quatre,1
36642,sept cent vingt deux; quatre vingt dix sept,0
36643,quatre cent quatre vingt sept; neuf cent quatre vingt un,1
36644,quarante deux; neuf cent cinquante cinq,1
36645,deux cent quarante six; neuf cent trente six,1
36646,quatre cent vingt et un; six cent soixante dix,1
36647,trois cent vingt quatre; quatre cent trente deux,1
36648,cinq cent quatre vingt dix; huit cent soixante et un,1
36649,huit cent quatre vingt dix sept; huit cent quatre vingts,0
36650,sept cent huit; neuf cent trente sept,1
36651,huit cent trente deux; sept cent trente six,0
36652,cinq cent quatre vingt un; cinq cent quarante six,0
36653,vingt; sept cent quatre vingt six,1
36654,trois cent vingt quatre; quarante,0
36655,cinq cent dix sept; six cent huit,1
36656,huit cent quatre vingt dix; cent quatre vingt huit,0
36657,trois cent vingt et un; six cent soixante dix neuf,1
36658,huit cent soixante six; six cent quatre vingt sept,0
36659,deux cent quarante quatre; cinquante et un,0
36660,cent trente six; quatre cent vingt trois,1
36661,neuf cent vingt deux; cent soixante deux,0
36662,trois cent quarante sept; neuf cent soixante dix,1
36663,six cent trente quatre; neuf cent quatre,1
36664,sept cent vingt cinq; cent quatre vingt quatre,0
36665,soixante neuf; sept cent quatre vingts,1
36666,cent dix; quatre cent quatre vingt treize,1
36667,deux cent cinquante sept; cent quinze,0
36668,six cent quatre vingt six; cinq cent soixante quinze,0
36669,cinq cent cinquante et un; trois cent neuf,0
36670,cent dix; huit cent quarante six,1
36671,trois cent vingt neuf; deux cent quarante cinq,0
36672,deux cent soixante neuf; trois cent quatre vingt quatorze,1
36673,huit cent cinquante et un; deux cent un,0
36674,cent quatre vingt un; cent vingt trois,0
36675,quatre cent soixante et onze; sept cent soixante six,1
36676,deux cent quatre vingt seize; sept cent quatre vingt onze,1
36677,quatre cent quarante et un; deux cent quarante,0
36678,quatre cent trente huit; neuf cent quatorze,1
36679,quatre cent soixante neuf; cinq cent quatre vingt un,1
36680,huit cent soixante douze; cinq cent quatorze,0
36681,quatre cent onze; deux cent trente deux,0
36682,deux cent cinquante cinq; six cent quatre,1
36683,huit cent cinq; huit cent vingt sept,1
36684,cinq cent vingt; quatre cent cinquante,0
36685,sept cent trente trois; cent soixante cinq,0
36686,six cent vingt huit; cinq cent vingt trois,0
36687,neuf cent cinquante trois; vingt deux,0
36688,trois cent quarante et un; neuf cent trente huit,1
36689,quatre cent trente sept; huit cent trente sept,1
36690,quatre cent quatre vingt dix; trois cent quarante neuf,0
36691,huit cent vingt; six cent quarante deux,0
36692,neuf cent quatre vingt onze; quatre cent quatorze,0
36693,sept cent vingt deux; neuf cent soixante et un,1
36694,six cent trois; quatre cent soixante treize,0
36695,dix huit; dix neuf,1
36696,neuf cent quatre vingt sept; cinq cent quatre,0
36697,sept cent quatre vingts; cent quarante quatre,0
36698,cent quatre vingt dix; neuf cent vingt six,1
36699,quatre cent quatre vingt treize; sept cent cinquante cinq,1
36700,trois cent soixante deux; neuf cent vingt neuf,1
36701,trois cent dix neuf; sept cent six,1
36702,six cent cinquante quatre; trois cent cinquante cinq,0
36703,soixante sept; cent soixante et un,1
36704,quatre cent cinquante sept; cent cinquante,0
36705,onze; quarante cinq,1
36706,quatre cent quarante sept; soixante six,0
36707,six cent cinquante et un; cinq cent soixante six,0
36708,cent trente; trente,0
36709,deux cent soixante neuf; trois cent cinquante trois,1
36710,trois cent vingt quatre; six cent trente sept,1
36711,huit cent trente deux; deux cent soixante trois,0
36712,neuf cent quatre vingt dix neuf; cinq cent quatre vingt dix neuf,0
36713,quatre cent vingt deux; cent soixante huit,0
36714,six cent quatre vingt quinze; quarante six,0
36715,sept cent cinquante trois; neuf cent soixante,1
36716,cinq cent soixante treize; sept cent trente trois,1
36717,six cent quatre vingt quatre; quatre cent trente neuf,0
36718,quatre vingt quinze; seize,0
36719,sept cent trente trois; neuf cent soixante quatorze,1
36720,soixante deux; trois cent trente,1
36721,huit cent treize; cinq cent vingt six,0
36722,neuf cent quatre vingt dix huit; soixante seize,0
36723,sept cent quatre vingt seize; six cent quatre vingts,0
36724,quatre cent vingt deux; soixante seize,0
36725,deux cent quatre vingt dix sept; quatre cent cinquante huit,1
36726,huit cent soixante cinq; cinq cent vingt six,0
36727,sept cent quatre vingt sept; neuf cent quatre vingt dix huit,1
36728,deux cent trente et un; sept cent trente sept,1
36729,sept cent quarante sept; quatre vingt deux,0
36730,quatre cent quarante deux; cinquante cinq,0
36731,quatre cent vingt deux; mille,1
36732,quatre cent soixante douze; six cent soixante sept,1
36733,neuf cent six; sept cent vingt,0
36734,cinq cent huit; cinq cent quatre vingt dix,1
36735,neuf cent un; sept cent soixante six,0
36736,quatre cent quatre vingt dix; sept cent soixante sept,1
36737,huit cent soixante dix huit; quatre cent cinq,0
36738,cinq cent vingt et un; cinq cent trente neuf,1
36739,neuf cent quatre vingt dix neuf; trente et un,0
36740,deux cent quatre vingt quatre; cent cinquante trois,0
36741,quatre cents; cinq cent quatorze,1
36742,cent soixante cinq; six cent vingt et un,1
36743,trois cent quarante; deux cent soixante dix sept,0
36744,cent quatre vingt sept; trois cent cinquante huit,1
36745,quatre cent cinquante six; huit cent soixante dix,1
36746,six cent quatre vingts; trois cent soixante,0
36747,six cent soixante dix sept; huit cent soixante dix neuf,1
36748,neuf cent soixante dix huit; cinq cent quatre vingt onze,0
36749,six cent quatre; six cent trente deux,1
36750,cinq cent quatre vingt deux; quatre cent cinquante et un,0
36751,quatre cents; cinq cent trente quatre,1
36752,six cent vingt et un; sept cent cinq,1
36753,cent quarante sept; quatre cent soixante huit,1
36754,quatre cent quarante sept; cinq cent soixante,1
36755,cinq cent sept; sept cent quatre vingt neuf,1
36756,six cent quatorze; huit cent quatorze,1
36757,cinq cent huit; neuf cent dix sept,1
36758,cent quarante huit; trois cent quatre vingt dix sept,1
36759,sept cent cinquante et un; cinq cent quatre vingt seize,0
36760,deux cent soixante trois; cinq cent soixante quatre,1
36761,sept cent vingt sept; huit cent quarante trois,1
36762,six cent quatre vingt treize; huit cent dix neuf,1
36763,quatre cent quatre vingt trois; quatre cent quatre vingt un,0
36764,huit cent cinquante; quatre cent vingt et un,0
36765,six cent six; deux cent vingt,0
36766,sept cent cinquante; neuf cent soixante dix huit,1
36767,trois cent vingt huit; trente trois,0
